,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,6.986,7.813,8.874,6.066
Continuum_2,11.273,11.970,13.544,10.484
Continuum_3,11.682,11.772,12.469,10.180
