,SNR,Signal,Noise
Component_1,77.592,22.609,0.291
Component_2,-6.662,-10.396,1.560
Component_3,3.170,2.394,0.755
Component_4,1.339,1.638,1.223
Component_5,7.599,4.385,0.577
Component_6,9.983,2.458,0.246
