Line,Flux,Error flux
Hgamma,0.015265860795267963,0.009285860757936047
Hbeta,0.07340778229437755,0.010215030108821422
Halpha,0.8247126756294574,0.017462156044897047
[SII]6716,0.15347724848542285,0.011586157286744678
[SII]6731,0.10261935588787358,0.014564561037527872
HeII4687,0.004891370934739779,0.005413073688528056
HeI5876,0.045805839798560774,0.004313083265181143
[OIII]5007_d,0.08193948363490658,0.008793681246256369
[OI]6300_d,0.030334144932861518,0.011356901791572463
[NII]6583_d,0.4927289289698141,0.017529356883456637
