Line,Flux,Error flux
Hgamma,0.07470214171668936,0.01781853997382515
Hbeta,0.2728745488483696,0.026098084906883746
Halpha,2.8568006440951135,0.027612962095059857
[SII]6716,0.27922332090072705,0.025982072493007068
[SII]6731,0.2574677628883419,0.009164376828497803
HeII4687,0.011833532708554627,0.009338478408477704
HeI5876,0.022652301645100563,0.006178287161529906
[OIII]5007_d,0.08242481920434543,0.020865805949133814
[OI]6300_d,0.06921426097920415,0.008922837629354512
[NII]6583_d,1.0458932551893887,0.022953268535239234
