Line,Flux,Error flux
Hgamma,0.1542662874661352,0.019453446681534994
Hbeta,0.39922809469044407,0.03893235040708077
Halpha,2.3888371772369115,0.029235253789780036
[SII]6716,0.3079966151850163,0.02084858805366507
[SII]6731,0.19904643747924491,0.025072154175183034
HeII4687,0.0,0.013340106393061268
HeI5876,0.0733760685135682,0.024833438903623613
[OIII]5007_d,0.07113671603212686,0.030590381200575105
[OI]6300_d,0.08835846758786671,0.021913823093586873
[NII]6583_d,0.9736025598435432,0.05547209663812793
