Line,Flux,Error flux
Hgamma,0.046641368156521534,0.017138423616075357
Hbeta,0.10277552758162063,0.02219492267264359
Halpha,1.27137283293707,0.04478499756896635
[SII]6716,0.2790246357125052,0.017556056403940305
[SII]6731,0.1686411973177856,0.016037742187098105
HeII4687,0.010274404420209191,0.010620637688119808
HeI5876,0.05102940868485835,0.009974043550767713
[OIII]5007_d,0.0,0.008477698489229009
[OI]6300_d,0.02913152341238553,0.014025904933161042
[NII]6583_d,0.6433975781638861,0.024451627200761602
