Line,Flux,Error flux
Hgamma,0.19271183385522506,0.029644726443243903
Hbeta,0.4736021315800422,0.022213286703516324
Halpha,2.158724733357639,0.030946315905926412
[SII]6716,0.2086795846022353,0.015080844178621598
[SII]6731,0.22889580766114373,0.03206833669348787
HeII4687,0.004872876935794422,0.004812414018721178
HeI5876,0.02693807891078394,0.013142659457726353
[OIII]5007_d,0.08489292602807454,0.01873471143958658
[OI]6300_d,0.05451893759063764,0.016791718098075593
[NII]6583_d,0.9290635599524454,0.028009403163679714
