Line,Flux,Error flux
Hgamma,0.14637857368138682,0.01714635642591015
Hbeta,0.3536947169700912,0.04375635319717506
Halpha,1.334869304805263,0.042556805565694925
[SII]6716,0.22501523556762235,0.017923913911244944
[SII]6731,0.09512746199477967,0.019529619100730308
HeII4687,0.0015111518630434608,0.004043857595091723
HeI5876,0.04964001816667961,0.00784163512437991
[OIII]5007_d,0.05819782362496756,0.0155951133346185
[OI]6300_d,0.08882198821175485,0.015262711581873572
[NII]6583_d,0.6455653342025643,0.03802709695485039
