Line,Flux,Error flux
Hgamma,0.08977154253774769,0.02472943518198773
Hbeta,0.22158669029633418,0.016041851944777294
Halpha,0.5197484841163222,0.029361026797715774
[SII]6716,0.05305698441970006,0.007242118852492169
[SII]6731,0.09360856866335737,0.007543267302608057
HeII4687,0.007588906214099869,0.011683324476780362
HeI5876,0.0,0.005428103817148472
[OIII]5007_d,0.06656014150191164,0.015198922662777108
[OI]6300_d,0.04812838248323527,0.01589301153919301
[NII]6583_d,0.2796883673319417,0.030266030361468473
