,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.017,0.036,0.060,0.048,0.051,0.055,0.069,0.069,0.093,0.137,0.213,0.145,0.104,0.084,0.056,0.047,0.102,0.095,0.034,0.022
Continuum_2,0.022,0.035,0.060,0.053,0.056,0.061,0.076,0.077,0.103,0.139,0.244,0.187,0.127,0.096,0.072,0.054,0.088,0.109,0.058,0.029
Continuum_3,0.022,0.031,0.054,0.058,0.058,0.068,0.079,0.086,0.111,0.141,0.261,0.252,0.155,0.111,0.087,0.065,0.077,0.119,0.056,0.037
