Line,Flux,Error flux
Hgamma,0.051124720977671324,0.015431395277571312
Hbeta,0.08685588310418284,0.01237361813116067
Halpha,1.2302757451483561,0.025266656190334066
[SII]6716,0.2733597689897187,0.02142603979694965
[SII]6731,0.12459641261663393,0.006216502462513499
HeII4687,0.0018296749049651945,0.004863338697080001
HeI5876,0.0,0.002938035516469526
[OIII]5007_d,0.08229919622223374,0.009869212785621173
[OI]6300_d,0.03810693213417974,0.008094708440941775
[NII]6583_d,0.6376945293653482,0.04067450207079361
