Line,Flux,Error flux
Hgamma,0.2062753213469345,0.026052254250405322
Hbeta,0.4926259727464116,0.03157225157076011
Halpha,4.07106864760497,0.08042394103259735
[SII]6716,0.43458073988720824,0.02479118134069303
[SII]6731,0.39576617783070306,0.03252477756503101
HeII4687,0.014590459838739626,0.012788762850821268
HeI5876,0.11432092067639067,0.015570607192072839
[OIII]5007_d,0.1763387043164134,0.01935536321977863
[OI]6300_d,0.11899429892019028,0.04628151513414845
[NII]6583_d,2.0385092121609993,0.044411314099210925
