Line,Flux,Error flux
Hgamma,0.18092740838455912,0.022602024829408224
Hbeta,0.5458728898923502,0.05724951215004117
Halpha,3.0799566567930983,0.05217855963620902
[SII]6716,0.4416399447299719,0.016228154201396245
[SII]6731,0.3021536131006342,0.02418036154251329
HeII4687,0.046040611876870544,0.01175242365414587
HeI5876,0.07428129020297583,0.02417659973772313
[OIII]5007_d,0.1780181372290049,0.01856838416320786
[OI]6300_d,0.13677917539819584,0.029126809685054062
[NII]6583_d,1.3738243210528263,0.04906232335188561
