Line,Flux,Error flux
Hgamma,0.04420068373213445,0.013422333557650346
Hbeta,0.08676919651559561,0.01003621523477752
Halpha,0.4986560446845306,0.020635159834386834
[SII]6716,0.11194580440470385,0.009608526624857833
[SII]6731,0.06752026469190363,0.016979520624875014
HeII4687,0.011918510367183333,0.006445620177025915
HeI5876,0.0,0.008666620228584413
[OIII]5007_d,0.026227961695226485,0.01622024032282461
[OI]6300_d,0.017158592684632244,0.006904039446715241
[NII]6583_d,0.27473990294796874,0.029337927044838633
