,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.018,0.018,0.029,0.016,0.012
Continuum_2,0.049,0.042,0.054,0.049,0.041
Continuum_3,0.018,0.016,0.029,0.025,0.014
