,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.199,0.200,0.747,0.206,0.050
Continuum_2,0.180,0.188,0.744,0.274,0.051
Continuum_3,0.157,0.172,0.697,0.323,0.046
