,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0280,4.0106,0.0092,0.0174,0.0079
r_e error,0.1678,13.9099,5.6272,6.5726,15.0027
n error,0.0608,79.3384,0.1174,0.4727,0.4815
x_0 error,0.0379,0.0108,0.6852,0.1713,0.2726
