,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.3791,0.2014,0.0420,0.0263,0.0107
r_e,4.0539,1.2373,45.4566,12.9990,22.8737
n,0.7620,2.9509,1.2249,1.8363,1.4864
x_0,26.8920,61.2706,47.9981,68.4765,102.8746
