Name,Flux,Error_flux
Hgamma,3.470279511726838,0.5032115966748589
Hbeta,9.70718868333309,0.7432555883441391
Halpha,40.60350789177703,1.147649551489551
[SII]6716,5.284644809630235,0.3125412350453662
[SII]6731,3.890177000819771,0.19468051187904484
HeII4687,0.0,0.0243691091137146
HeI5876,1.3845910523524803,0.07435108186279267
[OIII]4959,3.1741262235416,0.3806442734949275
[OIII]5007,9.5223786706248,0.3806442734949275
[OI]6300,0.6062400423877097,0.07968076030600368
[OI]6364,0.20208001412923657,0.07968076030600368
[NII]6548,4.179416693097297,0.4292726661133446
[NII]6583,12.53825007929189,0.4292726661133446
