Name,Flux,Error_flux
Hgamma,3.8292907884062726,0.22803436900707477
Hbeta,10.449390931957138,0.6876388550340186
Halpha,64.95089654337009,1.5246007934267505
[SII]6716,10.928522630904446,0.2976198709729746
[SII]6731,8.828020017949639,0.14080329937298308
HeII4687,0.0,0.011758917161034152
HeI5876,1.646188896210449,0.04352883084955271
[OIII]4959,2.5324810977180854,0.34604818832915013
[OIII]5007,7.597443293154257,0.34604818832915013
[OI]6300,1.7039012402520504,0.13219935765675692
[OI]6364,0.5679670800840168,0.13219935765675692
[NII]6548,8.555256796661643,0.6796221758046057
[NII]6583,25.665770389984928,0.6796221758046057
