,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,7.5595,0.0221,0.0500,0.3927,3326696.1759
r_e error,142.0570,20.8777,33.3653,528.7564,2755.9038
n error,763.5084,0.4422,0.5939,124.8227,1499970.6269
x_0 error,0.1306,0.3725,0.6604,0.2963,201.1156
