,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1147,0.0137,0.0498,0.0438,0.0496
r_e,2.3071,43.1606,34.4461,0.1024,0.0000
n,1.1481,2.4688,1.5456,3.9780,0.8523
x_0,32.7595,46.6001,61.8253,80.1642,100.5415
