,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0532,0.3408,0.1806,0.0042,0.7093
r_e,12.0441,3.4043,14.8149,128.9295,0.0753
n,2.9110,1.4416,1.4244,2.7024,1.2433
x_0,32.6439,46.2214,62.2546,80.0472,99.9852
