,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.1380,0.2849,0.1439,0.0141,382388.3257
r_e error,19.3294,1.7376,11.2694,329.3845,6506.2280
n error,3.8068,0.7264,0.5221,2.2134,490897.8086
x_0 error,0.0029,0.0831,0.1245,0.5261,36.3735
