,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0324,0.0259,0.0696,0.0041,3.9842
r_e,1.1766,49.1687,19.9199,8.4038,0.0069
n,3.8926,1.7506,0.9726,2.6794,8.9837
x_0,30.1740,45.7902,60.1735,78.9167,99.5737
