,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.1959,0.0185,0.0077,1366483.4035,0.0218
r_e error,20.0585,11.8907,4.3611,4816.9151,0.0000
n error,22.3736,0.3170,0.0902,568650.5110,0.0000
x_0 error,0.0399,0.1711,0.2236,7808.6289,0.0000
