,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0220,0.0393,0.0490,2.4279,0.0000
r_e,4.1407,19.9816,38.2114,0.0233,0.5190
n,2.3727,1.4943,1.3847,0.2309,0.5324
x_0,32.7927,47.3276,62.4201,81.0498,100.7883
