,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0268,0.1117,0.0926,0.0284,96859.0877
r_e error,158.7486,18.8407,6.9210,11.5693,1953.0752
n error,6.7799,1.5344,0.4535,0.4282,327608.3270
x_0 error,0.0007,0.1824,0.2980,2.1055,58.0488
