,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,12.184,12.614,14.057,18.902,10.760,0.291,0.263,0.311,0.831,0.807,0.024,0.021,0.022,0.044,0.075
Continuum_2,13.039,13.401,14.105,15.995,9.942,0.216,0.217,0.232,0.598,0.413,0.017,0.016,0.016,0.037,0.042
Continuum_3,5.679,11.092,10.807,11.701,7.686,0.180,0.194,0.190,0.479,0.283,0.032,0.017,0.018,0.041,0.037
