,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,12.184,12.614,14.057,18.902,10.760
Continuum_2,13.039,13.401,14.105,15.995,9.942
Continuum_3,5.679,11.092,10.807,11.701,7.686
