,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.059,0.096,0.253,0.366,0.202
Continuum_2,0.053,0.077,0.203,0.333,0.190
Continuum_3,0.044,0.059,0.156,0.293,0.172
