,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,5.216,7.041,13.566,19.042,13.870
Continuum_2,7.508,9.507,14.607,19.239,15.151
Continuum_3,4.140,7.739,14.488,21.889,18.107
