,SNR,Signal,Noise
Component_1,61.516,0.843,0.014
Component_2,282.714,4.759,0.017
Component_3,249.765,1.928,0.008
Component_4,72.321,1.081,0.015
Component_5,74.122,0.756,0.010
Component_6,124.628,1.931,0.015
Component_7,74.917,1.543,0.021
