,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,5.548,7.285,22.869,15.466
Continuum_2,6.697,9.635,21.480,16.766
Continuum_3,5.951,8.751,23.149,17.843
