,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,7.615,9.384,10.048,13.545,0.089,0.114,0.270,0.199,0.012,0.012,0.027,0.015
Continuum_2,8.428,9.232,18.287,14.688,0.076,0.096,0.247,0.182,0.009,0.010,0.014,0.012
Continuum_3,7.601,9.536,17.762,13.550,0.058,0.076,0.217,0.158,0.008,0.008,0.012,0.012
