,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,9.781,9.479,23.468,9.291,3.354
Continuum_2,4.006,4.726,16.603,4.261,1.181
Continuum_3,8.942,10.194,25.600,9.053,3.217
