,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.150,0.135,0.571,0.119,0.036
Continuum_2,0.141,0.129,0.630,0.141,0.036
Continuum_3,0.126,0.118,0.615,0.156,0.033
