Name,Flux,Error flux
Hgamma,0.12025577964593026,0.021648302312750473
Hbeta,0.2187670234183759,0.02124100006508538
Halpha,1.248922773096187,0.024225046137627035
[SII]6716,0.37409156072281263,0.013445061276215833
[SII]6731,0.26499201484868157,0.012418664903082972
HeII4687,0.0,0.005311828923678546
HeI5876,0.05533069106195043,0.0076146989882820435
[OIII]5007_d,0.3034454397766293,0.017936206439839786
[OI]6300_d,0.07395274191651001,0.021667269207269548
[NII]6583_d,0.3709107647057414,0.011930232110506044
