,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7
Continuum_1,10.877,10.926,11.099,10.205,9.534,11.448,9.868
Continuum_2,12.434,13.262,13.459,12.801,12.535,15.763,14.176
Continuum_3,11.108,11.905,11.211,12.733,12.708,14.744,10.908
