Line,Flux,Error flux
Hbeta,0.10683439761386068,0.01589409053664237
Halpha,0.5520112483855318,0.01354568780941712
[SII]6716,0.20673843924491803,0.016608296218547463
[SII]6731,0.15306428792931412,0.00854735473486377
HeII4687,0.0,0.005933365925616653
HeI5876,0.009670565419463225,0.01716256995120268
[OIII]5007_d,0.15638613654144035,0.018593232819076714
[OI]6300_d,0.051406497305072234,0.011868556590536143
[NII]6583_d,0.11910130849263485,0.014325973488543673
