Name,Flux,Error_flux
Hgamma,0.5271643798740938,0.08059141820682784
Hbeta,1.4333626142102334,0.10988840855302653
Halpha,6.785974890193591,0.0787613538590671
[SII]6716,0.6762814827272539,0.05883737024705886
[SII]6731,0.7832722613666032,0.07394180413480912
HeII4687,0.0,0.021681314213499663
HeI5876,0.10193090336459122,0.024257871857714004
[OIII]4959,0.2840885241136393,0.05416448196027503
[OIII]5007,0.8522655723409178,0.05416448196027503
[OI]6300,0.11615721995870429,0.034837768239313234
[OI]6364,0.038719073319568094,0.034837768239313234
[NII]6548,0.968037018181621,0.0855234567970468
[NII]6583,2.904111054544863,0.0855234567970468
