,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.0000,1.0000,1.0000,1.0000,1.0000
r_e,20.5268,17.0216,17.7173,15.8715,8.4913
n,1.4689,0.1000,1.4584,2.4633,2.1523
x_0,31.4899,40.0000,41.8189,59.4540,62.2982
