,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.0000,1.0000,1.0000,1.0000,1.0000
r_e,9.0318,1.2112,1.2300,17.3925,4.0225
n,1.9728,1.2209,0.8668,2.2414,1.4365
x_0,30.3369,38.9604,42.7015,58.8803,63.3841
