,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1313,0.2162,1.0932,0.1083,0.2305
r_e,10.0000,3.0000,0.0000,14.9184,1.5096
n,1.1068,0.2673,3.9238,1.6334,0.1183
x_0,30.5637,41.5143,41.8710,58.9707,62.8273
