,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.8803,0.9962,0.7573,0.9903,0.9995
r_e,16.9456,13.5779,13.9864,14.5186,7.3358
n,1.6118,0.1016,1.5388,2.5832,2.1787
x_0,32.6261,37.7611,42.9737,60.5913,63.1629
