,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.2981,1.0000,0.4579,0.9860,1.0000
r_e,26.7177,16.8869,23.8487,8.7655,5.9655
n,1.7465,0.1000,1.5173,1.9527,1.5914
x_0,31.1185,40.0000,41.1100,58.9928,61.9967
