,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,7.355,5.605,6.078,4.874,4.491
Continuum_2,11.070,7.188,7.684,6.340,6.305
Continuum_3,11.840,7.595,7.746,5.291,6.806
