,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.3895,0.0584,0.1788,0.0045,0.2850
r_e,8.8238,17.6616,3.9322,282.0542,2.7038
n,0.8457,2.0140,0.3420,2.9583,0.3694
x_0,55.8792,86.3322,14.5400,35.6242,67.5594
