,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,1.280,2.044,3.031,4.058,6.099,8.951,10.086,11.343,14.751,22.125,18.490,14.555,11.669,12.313,8.179,6.703,5.082,2.471,1.200,0.273
Continuum_2,1.961,2.537,2.612,3.630,6.078,9.514,12.525,13.254,14.067,21.699,21.328,3.692,8.259,13.795,8.246,6.709,5.982,2.822,1.470,0.781
Continuum_3,2.591,3.563,4.363,5.244,7.744,10.723,13.821,14.809,18.639,27.973,23.000,17.296,14.474,15.047,9.299,7.996,5.058,3.251,2.076,0.826
