Name,Flux,Error_flux
Hgamma,0.03203165643605282,0.010877738567810515
Hbeta,0.18612128109093873,0.0287224801283396
Halpha,0.6897031368495906,0.02633801930587073
[SII]6716,0.22833284422656436,0.00918858049802821
[SII]6731,0.17705011200021442,0.024377857028467318
HeII4687,0.0,0.012712555327939357
HeI5876,0.003593647474178061,0.005801326884942601
[OIII]4959,0.05761783564963725,0.01846240336196384
[OIII]5007,0.17285350694891177,0.01846240336196384
[OI]6300,0.08047907303710111,0.01760878484828252
[OI]6364,0.026826357679033706,0.01760878484828252
[NII]6548,0.09482153222507282,0.015804109104409037
[NII]6583,0.28446459667521845,0.015804109104409037
