Line,Flux,Error flux
Hgamma,0.006752478218482101,0.01002485758798481
Hbeta,0.054595747527164736,0.011740304169290835
Halpha,0.14251008023316292,0.012404244052391555
[SII]6716,0.016446641705986514,0.00984527661318636
[SII]6731,0.0,0.005798835150645681
HeII4687,0.03204217796267576,0.0035315054885289247
HeI5876,0.0028293660071276538,0.0032283954434122286
[OIII]5007_d,0.06342720730443653,0.01447815385578254
[OI]6300_d,0.040519852426222226,0.016073413117765337
[NII]6583_d,0.07659660485952112,0.015926539185661396
