Line,Flux,Error flux
Hgamma,0.078311347555544,0.014603446348220655
Hbeta,0.05976025310712112,0.012192632686759046
Halpha,0.2085104391762813,0.011946723549070802
[SII]6716,0.10130531932095875,0.0175280860792938
[SII]6731,0.09525696396958784,0.025923990826086856
HeII4687,0.023760093579621215,0.01647185193453595
HeI5876,0.0,0.005303815449541294
[OIII]5007_d,0.07865180815575613,0.011999683291976334
[OI]6300_d,0.08459648143259682,0.024764054194606585
[NII]6583_d,0.14801163959968414,0.02022277118392563
