Line,Flux,Error flux
Hgamma,0.308301197560532,0.030824891300613506
Hbeta,0.923203400236383,0.04263305105042907
Halpha,6.734537048581444,0.0959998796512109
[SII]6716,1.5234502689743494,0.12671047109511174
[SII]6731,1.0991751224386164,0.0739747653165104
HeII4687,0.032018512914137987,0.013820997699562652
HeI5876,0.13213520784531949,0.013155575293291663
[OIII]5007_d,0.5230206377888651,0.019398681741069575
[OI]6300_d,0.38613899608579894,0.018885289715837344
[NII]6583_d,3.6640122006070284,0.16104805205889655
