,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.008,0.014,0.022,0.030,0.048,0.088,0.107,0.135,0.186,0.661,0.355,0.216,0.125,0.127,0.067,0.049,0.039,0.016,0.007,0.002
Continuum_2,0.011,0.017,0.023,0.031,0.047,0.077,0.110,0.163,0.199,0.660,0.311,0.190,0.119,0.111,0.061,0.044,0.033,0.017,0.010,0.005
Continuum_3,0.011,0.015,0.021,0.027,0.042,0.067,0.111,0.153,0.208,0.607,0.271,0.150,0.105,0.093,0.053,0.038,0.027,0.014,0.010,0.004
