,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,1.280,2.044,3.031,4.058,6.099,8.951,10.086,11.343,14.751,22.125,18.490,14.555,11.669,12.313,8.179,6.703,5.082,2.471,1.200,0.273,0.008,0.014,0.022,0.030,0.048,0.088,0.107,0.135,0.186,0.661,0.355,0.216,0.125,0.127,0.067,0.049,0.039,0.016,0.007,0.002,0.006,0.007,0.007,0.007,0.008,0.010,0.011,0.012,0.013,0.030,0.019,0.015,0.011,0.010,0.008,0.007,0.008,0.007,0.006,0.006
Continuum_2,1.961,2.537,2.612,3.630,6.078,9.514,12.525,13.254,14.067,21.699,21.328,3.692,8.259,13.795,8.246,6.709,5.982,2.822,1.470,0.781,0.011,0.017,0.023,0.031,0.047,0.077,0.110,0.163,0.199,0.660,0.311,0.190,0.119,0.111,0.061,0.044,0.033,0.017,0.010,0.005,0.006,0.007,0.009,0.009,0.008,0.008,0.009,0.012,0.014,0.030,0.015,0.052,0.014,0.008,0.007,0.007,0.006,0.006,0.007,0.006
Continuum_3,2.591,3.563,4.363,5.244,7.744,10.723,13.821,14.809,18.639,27.973,23.000,17.296,14.474,15.047,9.299,7.996,5.058,3.251,2.076,0.826,0.011,0.015,0.021,0.027,0.042,0.067,0.111,0.153,0.208,0.607,0.271,0.150,0.105,0.093,0.053,0.038,0.027,0.014,0.010,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.008,0.010,0.011,0.022,0.012,0.009,0.007,0.006,0.006,0.005,0.005,0.004,0.005,0.004
