Line,Flux,Error flux
Hgamma,0.09808573341774128,0.03659356773726309
Hbeta,0.20678048680865238,0.014379773665447845
Halpha,0.45599011909752163,0.018265416018853314
[SII]6716,0.10593380706557458,0.005377307707494912
[SII]6731,0.0696529648781938,0.021729023865900244
HeII4687,0.02017982164862821,0.0020114206201820905
HeI5876,0.02379120536878611,0.003368494988837904
[OIII]5007_d,0.12542443843725032,0.015105993597748975
[OI]6300_d,0.058000076321131876,0.018518739055604277
[NII]6583_d,0.1618724610244933,0.007045637956888798
