Line,Flux,Error flux
Hgamma,0.02725742136066472,0.01307637077051538
Hbeta,0.08509406597740511,0.012406172906256003
Halpha,0.4243374497833304,0.012393902079069229
[SII]6716,0.10227098702259982,0.007909719148817036
[SII]6731,0.09604333164861505,0.01009708328568908
HeII4687,0.015266885191643396,0.004084804668074134
HeI5876,0.008212646481090593,0.007956711582453813
[OIII]5007_d,0.08938058163116107,0.006307111493715276
[OI]6300_d,0.07994493143451577,0.013306291783430235
[NII]6583_d,0.17933276983070873,0.007876116775798895
