,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0467,0.0349,0.0649,0.1776,0.8673
r_e,10.0827,11.3812,39.9569,2.8565,0.0728
n,3.2096,3.6371,2.0839,0.1694,1.0865
x_0,32.6439,46.1437,62.4168,80.2985,99.9713
