,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.6826,2.3030,1.3812,1.5344,1.2529
r_e,8.8264,12.8126,12.3680,3.7000,7.4663
n,1.3669,1.6165,1.2022,0.0714,0.7846
x_0,27.0585,48.3955,57.7476,61.4180,73.7235
