,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.2200,0.5913,0.8639,5.0720,0.2399
r_e error,0.9969,3.6237,8.4383,3.9966,1.8868
n error,0.0957,0.1743,0.4746,0.3135,0.1450
x_0 error,0.0677,0.0545,0.3617,1.0053,0.3713
