,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.3178,0.4567,0.1297,0.3187,0.1112
r_e,7.0602,2.8703,17.8765,4.1006,7.7432
n,1.3088,0.9120,1.0197,0.5791,0.9032
x_0,28.2840,49.1826,50.7889,59.6435,73.1781
