,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1629,0.5084,0.2392,0.0619,0.1954
r_e,8.7053,2.4085,15.4070,16.8174,2.2718
n,1.2468,0.6983,0.7936,0.0945,0.1735
x_0,26.9530,47.9045,53.0137,62.6565,71.4918
