,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,75.008,5.917,1.888,2.303,6.420
Green,21.298,72.370,5.586,1.842,1.665
Purple,2.365,19.012,81.214,15.371,1.372
Orange,1.330,2.701,11.312,80.485,90.050
Chocolate,0.000,0.000,0.000,0.000,0.493
