,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,56.444,0.111,0.000,0.000,0.000
Green,23.654,71.109,12.166,14.200,17.930
Purple,19.903,28.780,87.834,84.517,82.070
Orange,0.000,0.000,0.000,1.283,0.000
Chocolate,0.000,0.000,0.000,0.000,0.000
